Globex,Exchange,Product Name,Group,Subgroup,Option?,Hours
E24,CME,Eurodollar Options 2 Yr MC Week 4,Interest Rate,Stirs,true,SUN-FRI: 5:00 p.m. - 4:00 p.m.,22:00UTC
E31,CME,Eurodollar Options 3 Yr MC Week 1,Interest Rate,Stirs,true,SUN-FRI: 5:00 p.m. - 4:00 p.m.,22:00UTC
E32,CME,Eurodollar Options 3 Yr MC Week 2,Interest Rate,Stirs,true,SUN-FRI: 5:00 p.m. - 4:00 p.m.,22:00UTC
6OO,NYMEX,PJM Western Hub Real-Time Off-Peak Calendar-Month 50 MW Strip Option,Energy,Electricity,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
KZC,CBOT,Consecutive KC HRW CSO,Agriculture,Grain And Oilseed,false,Sunday – Friday  7:00 p.m. – 7:45 a.m. CT and <br>Monday – Friday  8:30 a.m. – 1:20 p.m. CT,19:20UTC
KCR,CBOT,KC HRW Jul-Dec CSO,Agriculture,Grain And Oilseed,false,Sunday – Friday  7:00 p.m. – 7:45 a.m. CT and <br>Monday – Friday  8:30 a.m. – 1:20 p.m. CT,19:20UTC
OG5,COMEX,Gold Weekly Options - Week 5,Metals,Precious,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
SO5,COMEX,Silver Weekly Options - Week 5,Metals,Precious,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
ON1,NYMEX,Natural Gas Weekly Options (American) - Week 1,Energy,Natural Gas,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
ON3,NYMEX,Natural Gas Weekly Options (American) - Week 3,Energy,Natural Gas,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
LM2,NYMEX,Crude Oil 2 Year MidCurve Option,Energy,Crude Oil,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
LM5,NYMEX,Crude Oil 5 Year MidCurve Option,Energy,Crude Oil,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
BW2,NYMEX,Brent Last Day Financial Weekly Options - Week 2,Energy,Crude Oil,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
-,CME,S&P 500 Value BTIC Futures,Equities,US Index,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. ET with&nbsp; trading halt 4:15 p.m. - 4:30 p.m.<br> <br> BTIC,22:00UTC
-,CME,S&P 500 Growth BTIC Futures,Equities,US Index,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. ET with trading halt 4:15 p.m. - 4:30 p.m.<br> <br> BTIC: Sund,22:00UTC
WTS,NYMEX,WTS (Argus) Financial Futures,Energy,Crude Oil,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
TIC,COMEX,Iron Ore 58% Fe, Low Alumina, CFR China (TSI) Futures,Metals,Ferrous,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
LWB,NYMEX,LLS (Argus) vs. WTI Balmo Futures,Energy,Crude Oil,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
BUC,NYMEX,NY Buckeye Jet Fuel (Platts) Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
MNS,NYMEX,Mini 1% Fuel oil Cargoes FOB NWE (Platts) Crack Spread (100mt) Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
SF1,NYMEX,Singapore Fuel Oil 180cst (Platts) Brent Crack Spread (1000mt) Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
ZWT,CBOT,Chicago SRW Wheat TAS Futures,Agriculture,Grain And Oilseed,false,Sunday – Friday:&nbsp;7:00 p.m. – 7:45 a.m. CT and<br> Monday – Friday: 8:30 a.m. – 1:20 p.m. CT<br>,14:30UTC
HG0,COMEX,Copper Spot TAS Futures,Metals,Base,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
FT1,CME,E-mini FTSE 100 Index (GBP) Futures,Equities,International Index,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. Eastern Time (ET)<br> <br> BTIC: Sunday – Friday 6:00 p.m. – 1,22:00UTC
FTC,CME,BTIC E-mini FTSE China 50 Index Futures,Equities,International Index,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. Eastern Time (ET)<br> <br> BTIC: Sunday - Friday 6:00 p.m. – 3,22:00UTC
MAC,NYMEX,Mini Argus Gasoline Eurobob Oxy Barges NWE Crack Spread (100mt) Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
EIT,CME,BTIC on E-mini FTSE Emerging Index Futures,Equities,International Index,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. Eastern Time (ET)<br> <br> BTIC: Sunday - Friday 6:00 p.m. - 4,22:00UTC
DVE,CME,E-mini FTSE Developed Europe Index Futures,Equities,International Index,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. Eastern Time (ET)<br> <br> BTIC: Sunday - Friday 6:00 p.m. - 1,22:00UTC
IPO,CME,E-mini IPOX 100 U.S. Index Futures,Equities,US Index,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. Eastern Time (ET) with&nbsp; trading halt 4:15 p.m. - 4:30 p.m,22:00UTC
A38,COMEX,Aluminum A380 Alloy (Platts) Futures,Metals,Base,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m.&nbsp;CT) with a 60-minute break each da,22:00UTC
NCC,NYMEX,Mini Naphtha Cargoes CIF NWE (Argus) Crack Spread (100mt) Futures,Energy,Refined Products,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. EST) with a 60-minute break each day be,23:00UTC
2AD,CME,AUD/USD Weekly Friday Options - Week 2,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
2EU,CME,EUR/USD Weekly Friday Options - Week 2,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
PFO,NYMEX,PJM AECO Zone Off-Peak Calendar-Day 5 MW Day-Ahead LMP Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
PMO,NYMEX,PJM METED Zone Off-Peak Calendar-Day 5 MW Day-Ahead LMP Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
PYP,NYMEX,PJM Eastern Hub Peak Calendar-Day 5 MW Day-Ahead LMP Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
PMP,NYMEX,PJM METED Zone Peak Calendar-Day 5 MW Day-Ahead LMP Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
PVP,NYMEX,PJM PECO Zone Peak Calendar-Day 5 MW Day-Ahead LMP Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
MRI,NYMEX,MISO Illinois Hub Off-Peak Calendar-Day 5 MW Real-Time LMP Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
MIP,NYMEX,MISO Illinois Hub Peak Calendar-Day 5 MW Day-Ahead LMP Futures,Energy,Electricity,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
Z1O,NYMEX,Ethanol T2 FOB Rdam Including Duty (Platts) Average Price Option,Energy,Biofuels,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m.&nbsp;CT) with a 60-minute break each da,22:00UTC
SSW,NYMEX,Edmonton Synthetic Sweet (NE2) Monthly Index Futures,Energy,Crude Oil,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
S5A,CME,S&P 500 Monday Weekly Options - Week 5,Equities,US Index,true,Sunday - Friday: 6:00 p.m. - 5:00 p.m. ET with a trading halt 9:15 a.m. - 4:30 p.m.,22:00UTC
Z1B,NYMEX,Ethanol T2 FOB Rdam Including Duty (Platts) BALMO Futures,Energy,Biofuels,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
R1E,CME,E-miniRussell 2000 Weekly Options - Week 1,Equities,US Index,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. ET (5:00 p.m. - 4:00 p.m. CT) with a daily trading halt from 4,22:00UTC
CMF,NYMEX,3.5% Fuel Oil CIF Med (Platts) vs. 3.5% Fuel Oil FOB Med (Platts) Futures,Energy,Refined Products,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
CMB,NYMEX,3.5% Fuel Oil CIF Med (Platts) vs. 3.5% Fuel Oil FOB Med (Platts) BALMO Futures,Energy,Refined Products,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
WY3,CBOT,10-Year Treasury Note Wednesday Weekly Options - Week 3,Interest Rate,US Treasury,true,Sunday - Friday: 5:00 p.m. - 4:00 p.m. CT,22:00UTC
WU1,CBOT,Ultra U.S. Treasury Bond Wednesday Weekly Options - Week 1,Interest Rate,US Treasury,true,SUN-FRI: 5:00 p.m. - 4:00 p.m. CT,22:00UTC
F4Q,NYMEX,Coal (API 4) fob Richards Bay (Argus/McCloskey) Future-Style Margined Option on Quarterly Futures Strips,Energy,Coal,true,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
WA2,CME,AUD/USD Weekly Wednesday Options - Week 2,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
VA5,CME,AUD/USD Weekly Wednesday Volatility-Quoted Options - Week 5,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
VG1,CME,GBP/USD Weekly Wednesday Volatility-Quoted Options - Week 1,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
WD3,CME,CAD/USD Weekly Wednesday Options - Week 3,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
VC5,CME,CAD/USD Weekly Wednesday Volatility-Quoted Options - Week 5,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
WE4,CME,EUR/USD Weekly Wednesday Options - Week 4,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
VE5,CME,EUR/USD Weekly Wednesday Volatility-Quoted Options - Week 5,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
VJ2,CME,JPY/USD Weekly Wednesday Volatility-Quoted Options - Week 2,FX,Majors,true,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
TC9,NYMEX,Freight Route TC9 (Baltic) Futures,Energy,Freight,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
-,CME,Dry Whey Spot Call,Agriculture,Dairy Spot Markets,false,CME Direct Auction Platform,ERROR,Index 0 out of bounds for length 0
UNB,NYMEX,Urals North (Platts) vs. Dated Brent (Platts) CFD BALMO Futures,Energy,Crude Oil,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
WNO,NYMEX,WCS Cushing (Argus) vs. WTI Trade Month Average Price Option,Energy,Crude Oil,true,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
T4B,NYMEX,Freight Route TC14 (Baltic) BALMO Futures,Energy,Freight,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
TKB,NYMEX,Freight Route TD7 (Baltic) BALMO Futures,Energy,Freight,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
T2B,NYMEX,Freight Route TD20 (Baltic) BALMO Futures,Energy,Freight,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
TMD,NYMEX,Mini Freight Route TC2 (Baltic) Daily Futures,Energy,Freight,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
T2M,NYMEX,Mini Freight Route TD20 (Baltic) Daily Futures,Energy,Freight,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
T3B,NYMEX,Freight Route TD3C (Platts) BALMO Futures,Energy,Freight,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
BSO,CBOT,Black Sea Corn Financially Settled (Platts) Options,Agriculture,Grain And Oilseed,true,Sunday - Friday 7:00 p.m. – 1:20 p.m. (8:00 p.m. - 2:20 p.m. ET),19:20UTC
PNF,NYMEX,Mont Belvieu Non-LDH Propane (OPIS) vs. Argus Propane Far East Index Futures,Energy,Petrochemicals,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
WTD,NYMEX,WTI Midland (Argus) vs. Dubai (Platts) Calendar Month Futures,Energy,Crude Oil,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
GNB,NYMEX,Gasoline Eurobob Non-Oxy NWE Bargues (Argus) BALMO Futures,Energy,Refined Products,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
GNS,NYMEX,Gasoline Eurobob Non-Oxy NWE Barges (Argus) Crack Spread Futures,Energy,Refined Products,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
-,CME,Nasdaq-100 Total Return Index Futures,Equities,US Index,false,BTIC: Sunday - Friday 5:00 p.m. - 3:00 p.m. (6:00 p.m. - 4:00 p.m. ET),21:00UTC
USC,NYMEX,USGC to China (Platts) Dirty Freight Futures,Energy,Freight,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m.&nbsp;CT) with a 60-minute break each da,22:00UTC
HTM,NYMEX,WTI Houston vs. WTI Calendar Month Futures,Energy,Crude Oil,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
CLD,NYMEX,WTI vs. Dated Brent (Platts) Calendar Month Futures,Energy,Crude Oil,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
HCA,NYMEX,WTI Houston Trade Month Average Price Option,Energy,Crude Oil,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
HPO,NYMEX,WTI Houston vs. WTI Calendar Month Average Price Option,Energy,Crude Oil,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
HCD,NYMEX,WTI Houston vs. Dated Brent (Platts) Average Price Option,Energy,Crude Oil,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
JFO,NYMEX,LNG Japan/Korea Marker (Platts) Futures-style margined Average Price Option,Energy,Natural Gas,true,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
UKO,NYMEX,UK NBP Natural Gas Calendar Month Option,Energy,Natural Gas,true,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
UPM,NYMEX,USGC Marine Fuel 0.5% Barges (Platts) (mt) vs. European FOB Rdam Marine Fuel 0.5% Barges (Platts) Futures,Energy,Refined Products,false,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
S24,CME,Weekly Two-Year Mid-Curve Options on Three-Month SOFR Futures - Week 4,Interest Rate,Stirs,true,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
S25,CME,Weekly Two-Year Mid-Curve Options on Three-Month SOFR Futures - Week 5,Interest Rate,Stirs,true,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
S3,CME,Three-Year Mid-Curve Options on Three-Month SOFR Futures,Interest Rate,Stirs,true,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
S34,CME,Weekly Three-Year Mid-Curve Options on Three-Month SOFR Futures - Week 4,Interest Rate,Stirs,true,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
S35,CME,Weekly Three-Year Mid-Curve Options on Three-Month SOFR Futures - Week 5,Interest Rate,Stirs,true,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
S5,CME,Five-Year Mid-Curve Options on Three-Month SOFR Futures,Interest Rate,Stirs,true,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
TS3,CME,Six-Month Mid-Curve Options on Three-Month SOFR Futures,Interest Rate,Stirs,true,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
MA4,CME,AUD/USD Weekly Monday Options - Week 4,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
MD5,CME,CAD/USD Weekly Monday Options - Week 5,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
MJ5,CME,JPY/USD Weekly Monday Options - Week 5,FX,Majors,true,Sunday - Friday 5:00 p.m. - 4:00 p.m. (6:00 p.m. - 5:00 p.m. ET) with a 60-minute break each day beg,22:00UTC
NQQ,CME,TACO on E-mini Nasdaq-100 Futures,Equities,US Index,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. ET with&nbsp; trading halt 4:15 p.m. - 4:30 p.m.<br> <br> BTIC,22:00UTC
MQ1,CME,Options on Micro E-mini Nasdaq-100 Index Futures - Week 1,Equities,US Index,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. Eastern Time (ET) with trading halt 4:15 p.m. - 4:30 p.m,22:00UTC
GMB,NYMEX,Singapore Gasoil (Platts) vs. Singapore Marine Fuel 0.5% (Platts) Spread BALMO Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
USG,NYMEX,UCO T1 CIF ARA Excluding Duty (PRIMA) vs Low Sulphur Gasoil Futures,Energy,Biofuels,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
YIY,CBOT,10-Year Eris SOFR Swap Futures,Interest Rate,Swap Futures,false,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
YIL,CBOT,15-Year Eris SOFR Swap Futures,Interest Rate,Swap Futures,false,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
T1S,CBOT,2-Year MAC SOFR Swap Futures,Interest Rate,Swap Futures,false,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
CKO,CME,CZK/USD Monthly Options,FX,Emerging Market,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
EPL,CME,PLN/EUR Monthly Options,FX,Emerging Market,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
RY,CME,EUR/JPY Monthly Options,FX,Cross Rates,true,Sunday - Friday 5:00 p.m. - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
KRW,CME,KRW/USD Monthly Options,FX,Emerging Market,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
SG,CME,S&P 500 Growth Futures,Equities,US Index,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. ET with trading halt 4:15 p.m. - 4:30 p.m.<br> <br> BTIC: Sund,22:00UTC
FAY,NYMEX,NY Harbor ULSD Calendar Spread Option - 1 Month,Energy,Refined Products,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
RXY,NYMEX,RBOB Gasoline Crack Spread Option,Energy,Refined Products,true,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
VBC,CME,GBP/USD Weekly Friday Volatility-Quoted Options - Week 3,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
VSC,CME,CHF/USD Weekly Friday Volatility-Quoted Options - Week 3,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
VSE,CME,CHF/USD Weekly Friday Volatility-Quoted Options - Week 5,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
VTE,CME,EUR/USD Weekly Friday Volatility-Quoted Options - Week 5,FX,Majors,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
E03,CME,Eurodollar Option 1 Yr MC Week 3,Interest Rate,Stirs,true,SUN-FRI: 5:00 p.m. - 4:00 p.m.,22:00UTC
CJ,NYMEX,Cocoa Futures,Agriculture,Softs,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break,22:00UTC
RBT,NYMEX,RBOB TAS Futures,Energy,Refined Products,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
BBT,NYMEX,Brent Crude Oil TAS Futures,Energy,Crude Oil,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beg,22:00UTC
OEH,CBOT,Ethanol Options,Energy,Biofuels,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
NGT,NYMEX,Natural Gas TAS Futures,Energy,Natural Gas,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. /CT) with a 60-minute break each day be,22:00UTC
SMC,CME,E-mini S&P 600 SmallCap Futures,Equities,US Index,false,Sunday - Friday 6:00 p.m. - 5:00 p.m. Eastern Time (ET) with&nbsp; trading halt 4:15 p.m. - 4:30 p.m,22:00UTC
KR1,CME,KRW/USD Weekly Friday Options - Week 1,FX,Emerging Market,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
KR4,CME,KRW/USD Weekly Friday Options - Week 4,FX,Emerging Market,true,Sunday 5:00 p.m. - Friday - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. CT,22:00UTC
